9230,11.0048,76.9096,378,1781411931,A
7077,11.037,76.9736,400,1781413885,A
2341,11.0047,76.9551,127,1781414114,A
2303,11.0721,76.9855,265,1781412183,A
6478,11.0575,76.9337,285,1781411419,A
8415,11.0095,76.9321,220,1781412409,A
3571,11.0587,76.9558,375,1781413509,A
4972,11.0159,76.9574,346,1781411469,A
9927,11.0212,76.9262,374,1781412188,A
8316,11.096,76.9298,386,1781413369,B
6398,11.0319,76.9424,124,1781412957,B
5375,11.0732,76.9382,327,1781412678,C
5858,11.0892,76.9644,264,1781414052,C
9243,11.0528,76.9916,200,1781411259,C
9646,11.0334,76.9492,212,1781411103,C
6001,11.0037,76.9011,113,1781412200,C
1536,11.0911,76.9847,331,1781413777,C
6726,11.0787,76.994,201,1781411910,C
8732,11.0812,76.915,391,1781413539,C
3126,11.0366,76.9386,94,1781413339,C
1378,11.043,76.9092,98,1781412669,D
7298,11.0276,76.9246,260,1781415376,A
2407,11.0868,76.9446,236,1781416176,A
9174,11.0264,76.9151,81,1781415970,A
5312,11.0561,77.0,328,1781417164,A
3973,11.0672,76.9047,181,1781415353,A
2832,11.0969,76.9184,205,1781415776,A
1930,11.0712,76.9112,133,1781416642,A
2579,11.0549,76.9857,385,1781417263,A
2807,11.0126,76.9589,361,1781417471,A
6397,11.0433,76.982,138,1781415172,A
1198,11.0508,76.9133,213,1781416769,B
9941,11.0258,76.9331,164,1781417221,B
9987,11.0451,76.9401,315,1781417574,B
9621,11.0632,76.9901,198,1781415174,B
2435,11.0671,76.9691,186,1781417308,B
5423,11.0305,76.9563,345,1781415405,B
8223,11.0292,76.9555,205,1781417087,B
5869,11.0654,76.9107,346,1781415905,C
4375,11.0483,76.9962,122,1781415055,C
9453,11.0336,76.9024,208,1781415318,C
1730,11.0746,76.9484,336,1781414823,C
9785,11.0909,76.9792,148,1781417588,C
4918,11.0952,76.9613,112,1781415413,C
7557,11.0678,76.9835,271,1781415452,C
1225,11.0327,76.9309,207,1781417307,C
6549,11.0874,76.9278,235,1781415006,C
2390,11.0919,76.998,329,1781417933,C
4917,11.0036,76.9529,148,1781416662,D
2480,11.0215,76.9127,201,1781414706,D
5939,11.0734,76.9898,297,1781417878,D
4913,11.0733,76.9293,315,1781421494,A
6139,11.0625,76.9358,358,1781421594,A
7249,11.0398,76.9578,344,1781419460,A
5798,11.0159,76.9673,85,1781418444,A
2825,11.0289,76.9462,399,1781419972,A
4736,11.0722,76.9511,340,1781418090,A
2806,11.0734,76.9706,199,1781418315,A
2682,11.0457,76.9739,103,1781420389,A
8440,11.0236,76.9628,280,1781421277,A
6594,11.0888,76.9368,156,1781419675,A
1208,11.0731,76.9966,205,1781418752,B
5160,11.0026,76.9175,268,1781419120,B
5592,11.0428,76.93,286,1781420022,B
5029,11.0703,76.9585,327,1781419667,B
3116,11.0754,76.9765,206,1781420979,B
1790,11.099,76.9642,269,1781419335,C
6226,11.0307,76.9815,352,1781420395,C
5212,11.0508,76.9064,290,1781419810,C
7780,11.0227,76.9314,201,1781421514,C
3967,11.054,76.9502,128,1781421490,C
7043,11.0335,76.9444,302,1781421031,C
5584,11.0873,76.9386,203,1781418174,C
9321,11.0959,76.998,360,1781418555,C
6249,11.0759,76.9712,89,1781420261,C
7679,11.0656,76.9715,363,1781418801,C
6413,11.0805,76.9115,293,1781419145,D
5859,11.0087,76.9732,350,1781422516,A
2930,11.0157,76.93,282,1781423645,A
8150,11.0292,76.9861,361,1781423090,A
6987,11.0808,76.9049,272,1781424800,A
6369,11.0207,76.9112,170,1781423511,A
1839,11.082,76.9476,82,1781425189,A
5478,11.0802,76.9779,169,1781423414,A
6240,11.0194,76.9839,164,1781424102,B
5083,11.0958,76.9902,187,1781422864,B
4082,11.0247,76.9084,305,1781422817,B
5417,11.0867,76.9751,301,1781422194,B
5585,11.0039,76.9788,130,1781422121,B
7497,11.0767,76.9069,113,1781422534,C
2389,11.0595,76.9051,294,1781424948,C
2042,11.0938,76.9433,231,1781424165,C
9679,11.07,76.9679,95,1781424393,C
4358,11.0927,76.9644,126,1781422077,C
9475,11.0302,76.9454,372,1781421843,C
5147,11.056,76.9985,232,1781422276,C
5104,11.0113,76.9369,182,1781422876,C
2094,11.0409,76.9637,400,1781422188,C
7973,11.0059,76.9826,272,1781424196,C
4302,11.0047,76.9021,211,1781422727,D
3387,11.0757,76.979,212,1781424049,D
6929,11.0891,76.9093,241,1781427142,A
5847,11.0553,76.9166,248,1781428122,A
2058,11.0437,76.9396,261,1781427302,A
4994,11.0457,76.9129,229,1781426647,A
2338,11.0428,76.9067,187,1781426552,A
8882,11.0689,76.9609,375,1781427195,A
7905,11.0802,76.9069,217,1781427179,A
8739,11.0288,76.9729,305,1781428288,A
3244,11.016,76.9353,366,1781426669,A
5905,11.0909,76.9071,106,1781425617,A
7403,11.0128,76.9173,180,1781425553,A
2069,11.0826,76.9171,295,1781427588,A
6773,11.0422,76.9275,374,1781426776,A
1097,11.0612,76.9622,159,1781426478,A
5238,11.0598,76.9723,251,1781428749,A
2630,11.093,76.9226,366,1781426882,A
5812,11.0938,76.9806,202,1781425820,A
2656,11.0775,76.9702,193,1781426813,A
8524,11.0876,76.9276,136,1781427357,A
8830,11.0798,76.9244,143,1781426599,A
6467,11.0657,76.9626,246,1781426331,A
3388,11.0283,76.9828,395,1781426520,A
3712,11.0755,76.9097,316,1781428218,A
9804,11.0495,76.9344,225,1781425362,B
5160,11.0135,76.9489,110,1781427597,B
2120,11.0298,76.9289,249,1781427327,B
8343,11.0636,76.9758,116,1781427205,B
6346,11.0742,76.9739,275,1781426085,B
3507,11.0539,76.9851,326,1781426890,B
7113,11.0876,76.9579,304,1781428725,B
6754,11.0006,76.9522,192,1781428785,B
9321,11.0767,76.9256,326,1781425236,B
9555,11.0582,76.9987,308,1781426849,B
5108,11.0195,76.9637,261,1781425387,B
1910,11.0724,76.9546,351,1781426822,B
3305,11.0508,76.904,334,1781427180,B
1058,11.0299,76.9626,263,1781425926,B
7853,11.0516,76.9891,343,1781425325,C
2728,11.0643,76.9202,244,1781425418,C
2292,11.0499,76.9358,312,1781426313,C
8794,11.0008,76.9848,279,1781426750,C
3746,11.0212,76.9906,145,1781428449,C
6169,11.0022,76.9971,255,1781427515,C
9347,11.0553,76.9171,331,1781425400,C
9204,11.0895,76.9313,261,1781428181,C
6147,11.0419,76.9727,127,1781428656,C
2357,11.0368,76.9644,285,1781427420,C
2869,11.0049,76.9512,399,1781425871,C
2017,11.0101,76.998,303,1781428382,C
2259,11.0355,76.9221,337,1781428385,C
2528,11.0274,76.9101,102,1781426057,C
6682,11.0754,76.9586,176,1781427600,C
8027,11.0579,76.9174,118,1781425688,C
8812,11.0262,76.9022,309,1781427945,C
2963,11.0163,76.9044,288,1781425966,C
4197,11.0926,76.9154,116,1781427418,C
3834,11.0983,76.9246,361,1781428002,C
9698,11.043,76.9429,249,1781426470,D
7611,11.0123,76.953,376,1781426605,D
4230,11.0329,76.9291,125,1781428446,D
8515,11.0762,76.9206,241,1781425548,D
2736,11.0386,76.9614,378,1781428539,D
4815,11.0384,76.9354,125,1781427970,D
7815,11.0584,76.9765,292,1781427154,D
3617,11.0999,76.9268,344,1781428500,D
4694,11.0131,76.9387,158,1781426633,D
1571,11.0902,76.986,327,1781427040,D
5760,11.062,76.9726,294,1781428223,D
1591,11.0705,76.965,338,1781426568,D
6769,11.0471,76.9603,125,1781427937,D
2241,11.0012,76.9148,110,1781428732,D
9840,11.0021,76.9825,80,1781425658,D
8836,11.0531,76.9802,132,1781430355,A
3007,11.046,76.9964,299,1781430153,A
7773,11.038,76.9965,171,1781430310,A
3039,11.0748,76.9397,108,1781429046,A
3220,11.0851,76.9208,390,1781431852,A
1144,11.0708,76.9607,272,1781430196,A
1846,11.0172,76.9507,124,1781432143,A
5648,11.089,76.9047,209,1781432379,A
2248,11.0754,76.9781,305,1781431500,A
7784,11.0696,76.9458,354,1781431240,A
7444,11.06,76.9076,338,1781431075,A
3030,11.0287,76.9336,397,1781430908,A
5984,11.0263,76.9232,257,1781431124,A
3355,11.0208,76.9956,102,1781431738,A
9796,11.0687,76.995,92,1781429533,A
9927,11.008,76.9452,151,1781430034,A
6424,11.0927,76.9332,259,1781430009,A
4812,11.0936,76.9465,327,1781431310,A
5046,11.0614,76.9253,369,1781430951,A
2177,11.0913,76.9123,263,1781432020,B
6850,11.0303,76.9874,131,1781431814,B
6417,11.0022,76.981,303,1781429050,B
4517,11.0197,76.946,196,1781430710,B
7464,11.0499,76.9294,220,1781430592,B
6464,11.0486,76.9601,280,1781430460,B
3963,11.0362,76.9867,236,1781431386,B
3343,11.0359,76.9724,294,1781429871,B
8143,11.0741,76.9625,141,1781428873,B
5425,11.054,76.9163,263,1781429146,B
5075,11.0852,76.988,258,1781431994,B
4059,11.0067,76.9771,223,1781429613,B
9878,11.0792,76.9968,222,1781429892,C
5242,11.0471,76.998,134,1781429380,C
8766,11.0893,76.9984,339,1781431728,C
1612,11.0629,76.9007,373,1781429965,C
9423,11.0654,76.9069,232,1781431494,C
4682,11.0802,76.9921,207,1781430065,C
8258,11.0424,76.9107,333,1781431550,C
8111,11.0865,76.9485,357,1781430695,C
5815,11.0375,76.9846,99,1781431353,C
3678,11.0071,76.9839,300,1781431116,C
1225,11.0196,76.9881,103,1781432349,C
8294,11.0564,76.9294,280,1781431194,C
9753,11.0711,76.9341,234,1781431479,C
4638,11.0695,76.9927,237,1781429256,C
5702,11.0671,76.9416,225,1781429678,C
7441,11.0827,76.9797,184,1781430384,C
5905,11.0879,76.9457,335,1781428964,C
1787,11.0911,76.9322,277,1781429945,C
2561,11.0341,76.9294,208,1781430018,C
4115,11.0814,76.9156,95,1781431050,C
8427,11.0573,76.9689,116,1781430344,C
9238,11.0813,76.9478,294,1781430445,C
2377,11.0399,76.9818,216,1781429207,D
6328,11.0277,76.9771,392,1781431132,D
6884,11.0976,76.9336,151,1781429495,D
7940,11.0096,76.9214,202,1781429203,D
9410,11.0071,76.9459,372,1781432040,D
5239,11.047,76.9163,222,1781430572,D
9068,11.0553,76.9342,358,1781431663,D
8546,11.0447,76.9388,245,1781431732,D
4368,11.055,76.9956,104,1781431329,D
8585,11.0057,76.9752,80,1781431096,D
5961,11.0578,76.9674,398,1781430494,D
1277,11.0965,76.963,239,1781429244,D
9601,11.0335,76.9373,124,1781431740,D
1507,11.0941,76.9152,163,1781435741,A
3178,11.0076,76.9433,216,1781434420,A
4339,11.0008,76.9368,330,1781435160,A
6337,11.0989,76.9884,248,1781434014,A
1387,11.0801,76.9782,303,1781435527,A
1884,11.0338,76.9025,112,1781434468,A
9527,11.0156,76.9635,251,1781433590,A
3611,11.0253,76.9802,260,1781434106,A
4177,11.0093,76.9371,250,1781433944,A
8182,11.0809,76.9503,94,1781434363,A
8441,11.0786,76.9984,318,1781432583,A
9084,11.0581,76.9647,324,1781433334,A
3014,11.0737,76.9257,305,1781432537,A
1417,11.0238,76.9848,257,1781432867,A
9049,11.0612,76.9138,254,1781432989,A
7450,11.0122,76.9928,277,1781435440,A
1895,11.0206,76.9757,318,1781434144,A
1125,11.0184,76.9452,102,1781433199,A
7214,11.0189,76.9119,385,1781434471,A
1579,11.0361,76.9021,237,1781432557,B
9091,11.0288,76.9108,201,1781435132,B
6639,11.0334,76.9424,199,1781435784,B
4176,11.0312,76.9249,250,1781435564,B
5819,11.0164,76.9087,111,1781433776,B
9109,11.0306,76.9911,351,1781433322,B
7328,11.0078,76.9845,123,1781435969,B
7174,11.0335,76.9778,306,1781432625,B
5066,11.0983,76.9903,173,1781435554,B
5204,11.0097,76.9424,144,1781435965,B
1846,11.0019,76.9398,128,1781434271,B
5982,11.0759,76.9665,270,1781435989,B
8179,11.0613,76.9569,328,1781433523,B
4677,11.0199,76.9965,372,1781433270,B
6407,11.0256,76.9187,156,1781435415,B
4631,11.0876,76.9011,219,1781434144,B
1595,11.0685,76.9181,175,1781432719,C
8900,11.084,76.9687,162,1781432936,C
5533,11.0206,76.9675,125,1781433894,C
3096,11.0189,76.9528,111,1781435551,C
4241,11.0247,76.9198,109,1781434319,C
6946,11.0398,76.955,129,1781435151,C
3699,11.0621,76.9881,225,1781432763,C
6717,11.0693,76.9467,173,1781434634,C
6461,11.0941,76.9978,183,1781435018,C
2403,11.0829,76.9657,342,1781435251,C
8270,11.0893,76.9399,111,1781435090,C
7715,11.0318,76.965,300,1781435031,C
2879,11.0839,76.9658,154,1781434842,C
8363,11.0427,76.9113,398,1781433314,C
5316,11.0007,76.9825,194,1781435565,C
9401,11.0391,76.9381,142,1781435111,C
3371,11.0825,76.9641,100,1781435866,C
8909,11.001,76.958,191,1781434232,C
2441,11.0903,76.9383,122,1781432835,C
9206,11.0359,76.9588,274,1781434980,C
6969,11.043,76.9299,234,1781433709,D
7453,11.0062,76.9354,234,1781434189,D
3490,11.013,76.9462,348,1781433705,D
7935,11.0164,76.9143,208,1781433270,D
3223,11.081,76.914,211,1781434069,D
3874,11.0655,76.9165,189,1781432853,D
1814,11.0528,76.9388,383,1781432424,D
2009,11.0758,76.943,201,1781435178,D
8902,11.0865,76.913,169,1781432949,D
5040,11.036,76.9419,392,1781432935,D
7511,11.09,76.9866,315,1781432657,D
1206,11.0307,76.9721,252,1781433378,D
9708,11.099,76.9525,218,1781434881,D
5030,11.0671,76.9281,80,1781437659,A
4367,11.0827,76.9436,212,1781437640,A
4494,11.0902,76.9479,113,1781437187,A
2126,11.0147,76.9437,241,1781436438,A
3813,11.052,76.9108,343,1781438960,A
1644,11.005,76.9946,360,1781438638,A
9743,11.0886,76.9395,285,1781438213,A
7376,11.0081,76.9391,163,1781436853,A
9031,11.072,76.9397,351,1781436006,A
4387,11.021,76.9101,254,1781439561,A
4172,11.0451,76.9471,152,1781439201,A
6627,11.007,76.9614,82,1781439190,A
9816,11.0209,76.908,220,1781437498,A
7454,11.036,76.9492,324,1781436332,A
5779,11.0922,76.9419,273,1781439339,A
7303,11.0574,76.9919,289,1781436577,A
2931,11.0294,76.9908,250,1781437511,A
5657,11.0527,76.991,378,1781437573,A
1631,11.0221,76.9954,373,1781437018,A
5676,11.043,76.9866,95,1781437618,A
5686,11.099,76.9854,91,1781438913,A
7676,11.0212,76.9332,302,1781438955,B
9858,11.0988,76.9778,166,1781437862,B
7357,11.0141,76.9121,208,1781436450,B
9085,11.0337,76.9047,135,1781436513,B
3475,11.0275,76.9106,144,1781439462,B
3774,11.0444,76.9001,152,1781438045,B
5622,11.0027,76.967,132,1781436173,B
7765,11.0709,76.9991,192,1781437761,B
7363,11.047,76.9615,320,1781436520,B
7342,11.0462,76.9879,287,1781438016,B
7544,11.0583,76.9934,165,1781436361,B
9105,11.0598,76.9862,109,1781436111,B
9985,11.0366,76.9913,283,1781438731,B
4671,11.0055,76.9439,143,1781437910,B
6765,11.0089,76.9332,238,1781436921,B
5001,11.0142,76.9962,324,1781436709,B
4198,11.0492,76.9706,163,1781436350,C
9634,11.0698,76.9366,175,1781436618,C
1597,11.099,76.9421,155,1781437241,C
9360,11.045,76.9603,273,1781438902,C
6273,11.0435,76.9587,309,1781439032,C
4499,11.0345,76.9633,255,1781438470,C
8744,11.0624,76.9749,117,1781438619,C
2229,11.0604,76.9987,130,1781438831,C
2815,11.0167,76.9462,275,1781437886,C
9127,11.0706,76.9481,173,1781438384,C
9124,11.0631,76.9608,278,1781438433,C
4275,11.0875,76.9681,280,1781437984,C
1754,11.0327,76.9035,351,1781437678,C
7250,11.0433,76.9832,252,1781439188,C
8226,11.0966,76.9244,110,1781436950,C
5985,11.0717,76.9015,114,1781437847,C
6134,11.0698,76.9493,235,1781438289,C
3854,11.0573,76.9809,246,1781438829,C
7127,11.0139,76.9463,355,1781437246,C
9101,11.0003,76.9418,367,1781438302,C
7493,11.0547,76.9749,235,1781437208,C
4896,11.008,76.9001,211,1781438002,C
2760,11.0934,76.9204,99,1781438885,D
8329,11.0839,76.9912,293,1781438265,D
7173,11.0495,76.914,192,1781437203,D
3753,11.0883,76.9696,353,1781436097,D
8703,11.0823,76.909,177,1781437890,D
7548,11.0934,76.9494,330,1781438740,D
2827,11.0049,76.9097,150,1781439121,D
1147,11.0578,76.9979,172,1781437690,D
9723,11.0074,76.9418,367,1781436457,D
2804,11.0377,76.9899,356,1781438768,D
8092,11.0948,76.9043,300,1781438254,D
5826,11.0167,76.9713,236,1781436796,D
9056,11.059,76.9516,313,1781438163,D
8264,11.0795,76.9347,237,1781438578,D
8898,11.0245,76.9545,152,1781441201,A
9899,11.0918,76.9022,302,1781441529,A
2117,11.0673,76.9708,262,1781439781,A
3771,11.0688,76.968,292,1781440036,A
4463,11.0954,76.9729,379,1781443177,A
3384,11.0049,76.9832,217,1781439790,A
5584,11.0799,76.9658,141,1781440714,B
6830,11.043,76.9328,335,1781442102,B
9286,11.0254,76.9821,212,1781440967,C
8984,11.0137,76.9521,131,1781442118,C
3257,11.0905,76.9414,197,1781442428,C
3900,11.0479,76.9948,215,1781440113,C
4495,11.0624,76.9253,339,1781441200,C
5400,11.0287,76.9783,239,1781441495,C
7443,11.0609,76.9286,286,1781439931,C
4811,11.0881,76.9785,326,1781442964,D
9741,11.0824,76.9331,107,1781442924,D
3522,11.0382,76.9236,302,1781442018,D
7363,11.0456,76.9319,370,1781442424,D
3732,11.0425,76.9685,102,1781441576,D
9437,11.0369,76.9112,294,1781442724,D
8663,11.0382,76.9991,93,1781445179,A
3655,11.0116,76.9629,300,1781443491,A
8061,11.0189,76.903,285,1781446642,A
8944,11.0837,76.9285,222,1781443770,A
9139,11.0997,76.9625,81,1781445642,A
5581,11.0794,76.9017,88,1781445143,A
3228,11.0809,76.9482,199,1781444895,A
2984,11.0128,76.9219,162,1781445463,A
7391,11.018,76.9333,274,1781443494,A
1625,11.0166,76.9007,90,1781443348,A
5829,11.0274,76.9187,328,1781444593,A
3776,11.0772,76.9636,256,1781445232,B
8690,11.0851,76.9214,254,1781443456,B
7908,11.0394,76.9876,209,1781444037,B
4141,11.0573,76.9077,392,1781446391,B
8195,11.0948,76.9266,102,1781446461,B
1590,11.0459,76.9014,392,1781446215,C
5511,11.0207,76.9494,225,1781445891,C
6818,11.0372,76.9871,328,1781444714,C
8732,11.0006,76.9021,261,1781443656,C
1494,11.0738,76.9922,197,1781444390,C
3209,11.0156,76.9893,263,1781444922,C
6052,11.0547,76.9917,397,1781443264,C
5636,11.0683,76.9893,345,1781446549,C
2309,11.0551,76.9465,287,1781444622,C
3253,11.0381,76.9972,207,1781445909,C
2889,11.0676,76.922,334,1781444040,C
6122,11.0163,76.9225,383,1781444560,D
1728,11.0794,76.9438,397,1781443476,D
2189,11.0383,76.9677,359,1781444903,D
3679,11.0974,76.9409,327,1781444985,D
9314,11.0889,76.9724,227,1781443379,D
4534,11.0685,76.9837,209,1781445311,D
2465,11.0964,76.9843,81,1781443533,D
8075,11.0896,76.9045,177,1781447513,A
6935,11.0389,76.9818,109,1781448214,A
8735,11.0376,76.9064,312,1781448993,A
4387,11.004,76.9759,290,1781448026,A
8416,11.0791,76.9771,97,1781447110,A
5823,11.0216,76.9086,155,1781446819,A
4494,11.0766,76.9187,358,1781448428,B
7520,11.0561,76.9457,152,1781448419,B
6213,11.0692,76.9731,378,1781448032,B
8304,11.0805,76.903,355,1781446982,B
8827,11.028,76.9876,278,1781449083,B
7968,11.0223,76.9718,123,1781450341,B
1062,11.0091,76.9155,119,1781447470,B
8330,11.0527,76.9838,246,1781450029,C
4955,11.0245,76.9811,97,1781447657,C
4264,11.0299,76.9915,304,1781449787,C
7009,11.0911,76.9999,96,1781449148,C
3855,11.0699,76.9971,176,1781447882,C
1792,11.009,76.9797,166,1781447032,C
3021,11.0449,76.9986,399,1781448915,C
9230,11.0958,76.9919,387,1781448364,C
4509,11.0414,76.983,329,1781447906,C
1706,11.0438,76.9244,399,1781447350,C
7509,11.0588,76.9471,111,1781450174,C
4464,11.0494,76.9388,261,1781448204,D
3237,11.0667,76.9887,169,1781448301,D
4166,11.0151,76.9067,173,1781450231,D
1423,11.0727,76.9032,177,1781450264,D
2134,11.0559,76.9341,189,1781448833,D
4587,11.0782,76.9544,315,1781452591,A
7308,11.0457,76.961,87,1781453594,A
3006,11.0293,76.9405,256,1781453091,A
1938,11.09,76.9213,324,1781451129,A
2747,11.0465,76.9132,314,1781450567,A
7609,11.0708,76.9263,205,1781453029,A
5419,11.0593,76.9656,141,1781452395,A
8803,11.0938,76.9284,309,1781452085,A
4392,11.0893,76.9157,393,1781452293,A
6754,11.0138,76.9028,381,1781451221,A
2827,11.0671,76.975,333,1781453178,B
4477,11.0515,76.9333,253,1781450400,B
4394,11.0806,76.9707,183,1781453391,B
8118,11.0128,76.9091,241,1781450498,B
7651,11.087,76.9892,284,1781450833,B
7409,11.0594,76.9171,389,1781451116,C
6128,11.0649,76.9783,229,1781451957,C
8740,11.0964,76.913,168,1781451843,C
5311,11.0982,76.9125,347,1781451454,C
4210,11.0325,76.942,175,1781452559,C
5713,11.0572,76.9802,318,1781453948,C
3771,11.095,76.9921,289,1781452294,C
8156,11.0877,76.9445,146,1781452931,C
9013,11.0508,76.9031,117,1781451416,D
3335,11.0818,76.9744,141,1781452095,D
5798,11.0803,76.9747,178,1781450535,D
8600,11.0111,76.905,121,1781450445,D
2137,11.0261,76.9089,303,1781454836,A
6351,11.0119,76.9674,306,1781454583,A
2997,11.0893,76.9086,396,1781457230,A
2425,11.0645,76.9743,84,1781456608,A
5522,11.0917,76.9054,359,1781456798,A
4220,11.0824,76.952,301,1781454185,A
6383,11.0384,76.9098,170,1781454998,A
9298,11.0063,76.9574,315,1781456148,A
6095,11.0528,76.9109,194,1781457561,A
5024,11.0157,76.9733,196,1781456738,A
2411,11.0486,76.9315,300,1781456729,A
9280,11.0402,76.9261,135,1781455366,A
1841,11.0918,76.9588,214,1781455504,B
5316,11.0145,76.9297,373,1781457339,B
8314,11.0097,76.9609,374,1781457289,B
7848,11.0871,76.9026,150,1781457249,B
6326,11.0162,76.9664,197,1781454426,B
9100,11.0457,76.9698,394,1781455231,B
8381,11.0818,76.9045,87,1781456025,B
7875,11.0607,76.9106,286,1781455637,C
2952,11.0583,76.9409,293,1781455566,C
3137,11.0523,76.9554,80,1781454350,C
4404,11.0063,76.9426,339,1781455733,C
3276,11.0697,76.9874,340,1781454818,C
1526,11.0745,76.9244,399,1781456017,C
8637,11.0328,76.9515,387,1781456743,C
3099,11.0234,76.9445,101,1781457134,C
5723,11.0251,76.9306,167,1781456150,D
3627,11.0099,76.9496,140,1781457586,D
5398,11.0105,76.9672,242,1781454810,D
2975,11.0448,76.9278,297,1781454717,D
1755,11.0397,76.9188,386,1781456988,D
9285,11.0366,76.9856,258,1781456412,D
4019,11.0015,76.9868,250,1781454335,D
7758,11.0094,76.9199,384,1781455491,D
6436,11.0173,76.9713,168,1781457700,A
2977,11.0931,76.9175,98,1781458736,A
7502,11.0332,76.9468,202,1781459546,A
2078,11.0261,76.9224,222,1781459371,A
7636,11.0605,76.9863,93,1781458295,A
9670,11.0657,76.9029,346,1781460417,A
2123,11.0255,76.9855,129,1781458846,A
7616,11.0664,76.9546,300,1781461147,A
1213,11.0708,76.9871,256,1781460032,A
3332,11.0825,76.9692,362,1781460710,A
9189,11.0296,76.9175,184,1781459370,A
5903,11.0954,76.9042,198,1781460514,B
2050,11.0681,76.9757,278,1781459780,B
5548,11.0284,76.9978,239,1781458323,B
3973,11.0531,76.9282,180,1781458624,B
7501,11.0005,76.9973,208,1781460465,B
7251,11.0386,76.9478,128,1781460439,B
3472,11.0907,76.961,156,1781458468,B
9990,11.0076,76.9522,363,1781459219,B
4887,11.0557,76.9592,337,1781458585,C
1854,11.0323,76.9202,183,1781459265,C
1528,11.0368,76.945,157,1781459987,C
9149,11.0708,76.9064,179,1781459645,C
